lotid,parcelvalue
11078063,279551.9398859245
10885492,85077.22965556549
11097492,62249.96075441846
12007037,462040.9808309837
11029321,219931.21332995006
11166536,370069.6536415795
10727859,177948.23076016034
10785482,62249.96075441846
12107528,472923.2471611176
11712923,1848602.264889731
12039969,534404.9179834523
11655832,314593.38628048316
11016943,180890.88076611154
11085856,279551.9398859245
10859731,314593.38628048316
12533110,466027.9584964753
12164722,199916.85164714433
11078304,279551.9398859245
12522520,466027.9584964753
12037447,462040.9808309837
10903475,314593.38628048316
12042978,534404.9179834523
11066302,5729569.359321529
10811122,105951.03339858472
11028976,180890.88076611154
11039448,180890.88076611154
12603438,419301.0329882992
12019301,319046.0791613176
10920556,373213.85471844877
11554605,255074.26732992622
11150536,410841.2475134318
10714535,279551.9398859245
11071215,882916.0557518454
11074852,5729569.359321529
10775984,96142.77097343504
12864622,481980.3105291027
10718396,177948.23076016034
10916567,314593.38628048316
10851357,96142.77097343504
12074248,534404.9179834523
10805954,39904.03097977219
12625652,1240739.3534627634
11545109,255074.26732992622
10786145,538648.9445101059
11010537,789777.252662727
12094956,199916.85164714433
10866986,96142.77097343504
11009545,5729569.359321529
11526586,255074.26732992622
11120615,370069.6536415795
13051216,481980.3105291027
11166690,370069.6536415795
10769791,177948.23076016034
10723573,177948.23076016034
10894408,85077.22965556549
10758889,105951.03339858472
11107570,222163.3095649208
10967561,180890.88076611154
11099700,62249.96075441846
11458083,271288.11240932235
11153862,222163.3095649208
10861717,282861.44742745656
11644172,288430.6314259867
12057203,534404.9179834523
12000285,319046.0791613176
11144099,222163.3095649208
12623729,419301.0329882992
11047926,789777.252662727
10722184,177948.23076016034
10774160,62249.96075441846
12029368,373213.85471844877
11888612,472923.2471611176
11569153,245353.9477065159
10736059,5146374.705998291
11948562,462040.9808309837
10736583,5146374.705998291
10904465,314593.38628048316
11164306,370069.6536415795
10997459,373213.85471844877
11109342,370069.6536415795
12679301,419301.0329882992
10895660,314593.38628048316
11098817,62249.96075441846
10733681,177948.23076016034
11447567,419301.0329882992
12095482,263855.4264095497
11155490,222163.3095649208
11155557,222163.3095649208
12525771,466027.9584964753
11524569,255074.26732992622
11036870,180890.88076611154
10882339,219931.21332995006
10851824,96142.77097343504
10859048,282861.44742745656
12996233,472923.2471611176
11009245,5729569.359321529
12057845,534404.9179834523
10792911,177948.23076016034
10801835,96142.77097343504
11152462,410841.2475134318
11095059,62249.96075441846
11139542,410841.2475134318
10991371,373213.85471844877
10805770,538648.9445101059
10857570,282861.44742745656
11539005,255074.26732992622
12614208,419301.0329882992
11119718,370069.6536415795
11691746,128201.93308010878
11569251,316134.951617393
11633846,319046.0791613176
10972468,180890.88076611154
10766366,62249.96075441846
12076303,534404.9179834523
12077151,534404.9179834523
11602840,319046.0791613176
10990226,373213.85471844877
12515719,466027.9584964753
11128785,5729569.359321529
10880127,373213.85471844877
12490286,466027.9584964753
11741136,1848602.264889731
11788715,462040.9808309837
11939780,462040.9808309837
12456803,692637.6922927077
10902508,314593.38628048316
11669571,128201.93308010878
10778471,96142.77097343504
12994991,472923.2471611176
10931233,373213.85471844877
11099122,62249.96075441846
11565276,316134.951617393
12058810,534404.9179834523
11871869,333528.3601305339
11046165,789777.252662727
10712555,279551.9398859245
10797612,538648.9445101059
10716316,177948.23076016034
10888873,373213.85471844877
12020896,319046.0791613176
11122082,1705425.5545241612
12015054,319046.0791613176
11173673,410841.2475134318
11089459,831401.9175245063
10796604,538648.9445101059
12623739,419301.0329882992
11878614,263855.4264095497
12510543,466027.9584964753
10731152,177948.23076016034
11566314,316134.951617393
10989137,180890.88076611154
10723475,177948.23076016034
11643446,316134.951617393
12091414,263855.4264095497
11647107,288430.6314259867
10729930,177948.23076016034
11155757,222163.3095649208
12511946,466027.9584964753
12115295,472923.2471611176
12121343,472923.2471611176
11945598,462040.9808309837
11061672,831401.9175245063
10854943,85077.22965556549
11651528,128201.93308010878
10901642,314593.38628048316
10729356,177948.23076016034
11093456,831401.9175245063
10736842,177948.23076016034
11009725,5729569.359321529
10866820,85077.22965556549
10877524,373213.85471844877
10791398,177948.23076016034
11164100,370069.6536415795
11149929,222163.3095649208
13054708,481980.3105291027
11889169,472923.2471611176
10757119,105951.03339858472
11994264,146567.3257242435
12599554,419301.0329882992
11556555,255074.26732992622
10877137,373213.85471844877
12029734,373213.85471844877
11757283,146567.3257242435
11607787,316134.951617393
12680426,419301.0329882992
11108929,370069.6536415795
11570030,245353.9477065159
10782489,538648.9445101059
11053048,831401.9175245063
11159964,370069.6536415795
10906375,314593.38628048316
11467733,255074.26732992622
10803447,96142.77097343504
11654368,95699.26000984998
11152384,410841.2475134318
11872365,333528.3601305339
10735557,177948.23076016034
11165867,370069.6536415795
12034976,462040.9808309837
10799785,96142.77097343504
10853543,96142.77097343504
11554043,255074.26732992622
11563899,316134.951617393
10800112,96142.77097343504
11671920,128201.93308010878
11078856,5729569.359321529
12058221,534404.9179834523
11734658,146567.3257242435
10722124,177948.23076016034
10882208,219931.21332995006
10813426,538648.9445101059
11005986,534404.9179834523
11039059,180890.88076611154
13916144,50281.823985841
12126316,472923.2471611176
12119757,472923.2471611176
11619987,316134.951617393
10759917,105951.03339858472
12592830,419301.0329882992
11658695,245353.9477065159
10762749,96142.77097343504
12547115,466027.9584964753
11049992,180890.88076611154
11686001,5146374.705998291
11619774,316134.951617393
10726118,177948.23076016034
11601320,319046.0791613176
11977063,333528.3601305339
10854703,85077.22965556549
11756466,146567.3257242435
12108612,472923.2471611176
10910430,314593.38628048316
10911457,373213.85471844877
10778534,96142.77097343504
10788585,538648.9445101059
12096415,199916.85164714433
10736015,5146374.705998291
11138998,410841.2475134318
10719831,177948.23076016034
12060266,534404.9179834523
11052005,789777.252662727
10813488,538648.9445101059
12102855,138743.25499384644
11480373,1848602.264889731
10870004,96142.77097343504
10868371,128201.93308010878
12994329,68344.72242999605
10792936,177948.23076016034
10932019,373213.85471844877
11057562,789777.252662727
11165262,370069.6536415795
10726847,177948.23076016034
11082460,5729569.359321529
12095144,199916.85164714433
11643915,316134.951617393
11053309,831401.9175245063
10905413,314593.38628048316
10922093,373213.85471844877
10813483,538648.9445101059
10723366,177948.23076016034
10811997,105951.03339858472
12072560,534404.9179834523
11068267,882916.0557518454
11888746,472923.2471611176
12540221,466027.9584964753
11527597,255074.26732992622
10776769,96142.77097343504
10774251,62249.96075441846
10877038,373213.85471844877
11646239,288430.6314259867
11659912,245353.9477065159
11166303,370069.6536415795
11661383,128201.93308010878
11727910,146567.3257242435
12058483,534404.9179834523
12496672,1390001.7714028466
12607179,419301.0329882992
10773349,62249.96075441846
10845638,85077.22965556549
11027993,180890.88076611154
11169110,370069.6536415795
11595920,255074.26732992622
11061251,831401.9175245063
12232498,146567.3257242435
10774188,62249.96075441846
11112327,370069.6536415795
12012501,319046.0791613176
11558485,255074.26732992622
11146985,222163.3095649208
12048924,534404.9179834523
10757445,105951.03339858472
11046620,789777.252662727
11016330,789777.252662727
11079290,279551.9398859245
12073166,534404.9179834523
11655472,282861.44742745656
10987485,180890.88076611154
12088111,333528.3601305339
11079867,279551.9398859245
10787847,62249.96075441846
11148274,222163.3095649208
11101776,96142.77097343504
10716523,177948.23076016034
11618043,316134.951617393
10803443,96142.77097343504
11118934,370069.6536415795
12126386,472923.2471611176
11118308,370069.6536415795
11720030,146567.3257242435
11019940,180890.88076611154
12014843,319046.0791613176
10719534,177948.23076016034
10827748,85077.22965556549
12607736,419301.0329882992
12493921,466027.9584964753
11615979,316134.951617393
11663679,128201.93308010878
11150398,410841.2475134318
11644084,288430.6314259867
10809730,105951.03339858472
10790927,177948.23076016034
12032973,146567.3257242435
11456445,271288.11240932235
10969324,180890.88076611154
10718642,177948.23076016034
12548196,466027.9584964753
10772569,62249.96075441846
12058199,534404.9179834523
11653319,282861.44742745656
13050111,481980.3105291027
10965062,180890.88076611154
10917311,314593.38628048316
10782074,96142.77097343504
10783528,538648.9445101059
12112290,472923.2471611176
14248238,643094.095524759
11162259,222163.3095649208
11054439,831401.9175245063
11164359,370069.6536415795
11523236,271288.11240932235
11936022,462040.9808309837
11631226,319046.0791613176
13052758,481980.3105291027
11081303,5729569.359321529
11790776,462040.9808309837
11474147,271288.11240932235
10825858,85077.22965556549
11983172,146567.3257242435
10818998,96142.77097343504
11147962,222163.3095649208
10876330,373213.85471844877
11664068,128201.93308010878
12036233,462040.9808309837
10859096,282861.44742745656
10757494,105951.03339858472
11060405,831401.9175245063
11063433,831401.9175245063
11064099,789777.252662727
12051845,373213.85471844877
11650419,95699.26000984998
11007847,180890.88076611154
11628538,319046.0791613176
12072458,534404.9179834523
10849995,96142.77097343504
11654295,282861.44742745656
10796543,39904.03097977219
12068061,534404.9179834523
10764496,62249.96075441846
12630750,1240739.3534627634
13053872,481980.3105291027
10724429,177948.23076016034
12072557,534404.9179834523
10814979,538648.9445101059
11344767,1705425.5545241612
11086545,279551.9398859245
11613589,316134.951617393
12494940,466027.9584964753
10784744,62249.96075441846
10716421,177948.23076016034
10987702,180890.88076611154
11887436,472923.2471611176
10867230,282861.44742745656
11118730,370069.6536415795
11150119,222163.3095649208
12533935,466027.9584964753
10734903,177948.23076016034
11090565,5729569.359321529
11024902,180890.88076611154
11075582,5729569.359321529
11168724,370069.6536415795
11051150,789777.252662727
12067280,534404.9179834523
11602972,319046.0791613176
12489702,466027.9584964753
11036839,180890.88076611154
11130706,410841.2475134318
12028176,146567.3257242435
10908156,373213.85471844877
11073370,5729569.359321529
12438019,1390001.7714028466
11092925,831401.9175245063
12047349,534404.9179834523
10798884,96142.77097343504
12435224,1390001.7714028466
11106136,222163.3095649208
10724469,177948.23076016034
10852780,96142.77097343504
12118824,472923.2471611176
11057905,789777.252662727
11060467,831401.9175245063
12058200,534404.9179834523
12084692,333528.3601305339
12900031,481980.3105291027
11039004,180890.88076611154
12495488,466027.9584964753
11112095,370069.6536415795
11341792,370069.6536415795
12029450,373213.85471844877
10852721,96142.77097343504
10911485,373213.85471844877
11168219,370069.6536415795
11094718,279551.9398859245
11083779,5729569.359321529
11667774,128201.93308010878
11740725,319046.0791613176
11144218,222163.3095649208
12093763,534404.9179834523
11559043,255074.26732992622
12067521,534404.9179834523
11671521,128201.93308010878
11161614,222163.3095649208
10938590,373213.85471844877
11871750,333528.3601305339
11715404,146567.3257242435
11701155,146567.3257242435
12982939,68344.72242999605
11168085,370069.6536415795
11087486,279551.9398859245
12164046,199916.85164714433
12900142,481980.3105291027
12025007,314593.38628048316
11119563,370069.6536415795
11016045,789777.252662727
10786358,538648.9445101059
11082462,5729569.359321529
11570867,316134.951617393
11047337,831401.9175245063
11072487,5729569.359321529
12125981,472923.2471611176
10754974,105951.03339858472
12110075,472923.2471611176
12984138,68344.72242999605
11452930,419301.0329882992
10817802,538648.9445101059
11666911,128201.93308010878
12900137,481980.3105291027
12171200,472923.2471611176
12160129,199916.85164714433
10889255,373213.85471844877
11093832,96142.77097343504
10926680,373213.85471844877
12247612,419301.0329882992
12066042,534404.9179834523
10830036,85077.22965556549
11170888,370069.6536415795
11725546,1848602.264889731
10804939,96142.77097343504
11566428,316134.951617393
10758408,105951.03339858472
10924068,373213.85471844877
10866048,282861.44742745656
10768236,62249.96075441846
12047227,534404.9179834523
11464986,255074.26732992622
11603650,319046.0791613176
11012945,789777.252662727
10832728,831401.9175245063
12533065,466027.9584964753
10972909,180890.88076611154
11046221,789777.252662727
12631136,209325.08416872678
10729261,177948.23076016034
11345228,1705425.5545241612
11450146,419301.0329882992
11668408,128201.93308010878
12086521,333528.3601305339
11159866,370069.6536415795
11542171,255074.26732992622
11623942,319046.0791613176
12511801,466027.9584964753
11655776,314593.38628048316
10779517,96142.77097343504
11804345,462040.9808309837
11150429,410841.2475134318
11537141,255074.26732992622
11179816,5729569.359321529
10857523,282861.44742745656
10815217,39904.03097977219
12557312,692637.6922927077
12058377,534404.9179834523
10783824,538648.9445101059
11106511,222163.3095649208
11009502,5729569.359321529
10801670,96142.77097343504
10838809,85077.22965556549
11871167,333528.3601305339
11181430,5729569.359321529
10795906,39904.03097977219
10793763,105951.03339858472
11080762,5729569.359321529
11644856,316134.951617393
10989499,373213.85471844877
12090590,333528.3601305339
12048663,534404.9179834523
10799566,96142.77097343504
10786484,538648.9445101059
11640989,95699.26000984998
10916449,373213.85471844877
11886072,472923.2471611176
11036567,180890.88076611154
12625561,1240739.3534627634
11059182,789777.252662727
12038423,462040.9808309837
10814695,39904.03097977219
10895316,314593.38628048316
11154970,222163.3095649208
12517781,1390001.7714028466
12047666,534404.9179834523
10912314,314593.38628048316
11095882,279551.9398859245
11993830,146567.3257242435
10766369,62249.96075441846
10803779,96142.77097343504
11755401,319046.0791613176
11065942,5729569.359321529
10800166,96142.77097343504
11046420,789777.252662727
14217455,748232.7010650055
11606243,271288.11240932235
10990267,373213.85471844877
10987181,180890.88076611154
11995906,146567.3257242435
11085052,279551.9398859245
11619615,316134.951617393
10781198,96142.77097343504
10759254,105951.03339858472
11480556,1848602.264889731
11153429,410841.2475134318
11114398,370069.6536415795
10963114,180890.88076611154
11458927,271288.11240932235
11757507,146567.3257242435
12055187,373213.85471844877
11654764,282861.44742745656
11983616,146567.3257242435
10870478,128201.93308010878
10715538,177948.23076016034
11457094,271288.11240932235
10744471,507990.30691474746
11015580,789777.252662727
10798978,96142.77097343504
11025659,180890.88076611154
11129131,5729569.359321529
11888693,472923.2471611176
10982497,180890.88076611154
11342593,1705425.5545241612
11691683,128201.93308010878
11149702,222163.3095649208
11050399,789777.252662727
10887137,219931.21332995006
11653701,282861.44742745656
11686592,5146374.705998291
10870621,128201.93308010878
12057774,534404.9179834523
10827050,85077.22965556549
11081191,5729569.359321529
10764531,62249.96075441846
10722333,177948.23076016034
11068608,882916.0557518454
10895190,314593.38628048316
12058030,534404.9179834523
12558247,692637.6922927077
10756778,177948.23076016034
11042711,180890.88076611154
12045528,534404.9179834523
12558599,692637.6922927077
10759189,105951.03339858472
11114903,370069.6536415795
10802226,96142.77097343504
11658935,245353.9477065159
10807917,105951.03339858472
11006519,180890.88076611154
10714254,279551.9398859245
10870512,128201.93308010878
11947450,462040.9808309837
12083543,333528.3601305339
11079813,279551.9398859245
11094760,279551.9398859245
12097530,138743.25499384644
12525773,466027.9584964753
10738353,5146374.705998291
12208181,146567.3257242435
11179886,5729569.359321529
12228473,146567.3257242435
11138881,410841.2475134318
11871564,333528.3601305339
11047935,789777.252662727
10717834,177948.23076016034
11027456,180890.88076611154
10806883,39904.03097977219
11073270,5729569.359321529
10832817,831401.9175245063
11580587,245353.9477065159
11535840,255074.26732992622
11069058,882916.0557518454
10857775,282861.44742745656
11085115,279551.9398859245
11043329,180890.88076611154
12671951,419301.0329882992
10877719,373213.85471844877
11066050,5729569.359321529
11988981,146567.3257242435
10908303,314593.38628048316
10826318,85077.22965556549
10858942,282861.44742745656
12669284,419301.0329882992
11616508,316134.951617393
10866973,96142.77097343504
10883374,219931.21332995006
10738153,5146374.705998291
10897774,373213.85471844877
12254236,419301.0329882992
11112404,370069.6536415795
12037713,462040.9808309837
11648986,95699.26000984998
12898488,481980.3105291027
11556499,255074.26732992622
12516494,1390001.7714028466
12669644,419301.0329882992
14311579,835029.2278682529
11012929,789777.252662727
10831301,85077.22965556549
10797328,538648.9445101059
11788747,462040.9808309837
11055358,789777.252662727
10875362,219931.21332995006
10807891,105951.03339858472
11009221,5729569.359321529
12222698,146567.3257242435
11713385,1848602.264889731
11019340,180890.88076611154
11660646,245353.9477065159
11961299,333528.3601305339
11064851,789777.252662727
11008678,789777.252662727
12500000,692637.6922927077
11525829,255074.26732992622
10984574,180890.88076611154
10797208,538648.9445101059
10935424,373213.85471844877
10757053,105951.03339858472
11149401,222163.3095649208
12526016,466027.9584964753
11542328,255074.26732992622
10855372,85077.22965556549
10792655,177948.23076016034
11062852,831401.9175245063
10783764,538648.9445101059
11540813,255074.26732992622
11105067,222163.3095649208
11180757,5729569.359321529
10859635,314593.38628048316
11028952,219931.21332995006
10712139,279551.9398859245
10782071,96142.77097343504
10836088,96142.77097343504
12569793,692637.6922927077
10798732,96142.77097343504
10851539,96142.77097343504
12096583,138743.25499384644
10831691,85077.22965556549
10881774,219931.21332995006
10771536,39904.03097977219
10745389,5146374.705998291
10717285,279551.9398859245
10916375,314593.38628048316
11523988,255074.26732992622
11163412,410841.2475134318
11667623,128201.93308010878
10967846,180890.88076611154
11066477,5729569.359321529
11419679,419301.0329882992
10814582,39904.03097977219
12520223,1390001.7714028466
11644572,288430.6314259867
10929234,373213.85471844877
11023231,180890.88076611154
10869805,96142.77097343504
10871741,85077.22965556549
11168815,370069.6536415795
10983626,180890.88076611154
11337181,222163.3095649208
11568471,316134.951617393
11921558,472923.2471611176
11139002,410841.2475134318
11113757,370069.6536415795
11066712,5729569.359321529
11080947,5729569.359321529
11879133,263855.4264095497
11161764,222163.3095649208
10715629,177948.23076016034
11148349,222163.3095649208
10777402,96142.77097343504
12048982,534404.9179834523
10873787,219931.21332995006
11110914,370069.6536415795
10764188,96142.77097343504
10850853,96142.77097343504
10895801,314593.38628048316
11036036,180890.88076611154
11623949,319046.0791613176
10803930,96142.77097343504
11466543,255074.26732992622
11749632,146567.3257242435
10934208,373213.85471844877
11036995,180890.88076611154
12111252,472923.2471611176
12490863,466027.9584964753
10859365,282861.44742745656
10852308,96142.77097343504
11657708,288430.6314259867
11064410,789777.252662727
11105143,222163.3095649208
11648023,245353.9477065159
10757133,177948.23076016034
11160407,222163.3095649208
10796109,39904.03097977219
10833839,831401.9175245063
11659959,245353.9477065159
12526200,466027.9584964753
10887126,219931.21332995006
11468026,271288.11240932235
11020833,180890.88076611154
10761156,96142.77097343504
11055097,831401.9175245063
11607983,316134.951617393
10926124,373213.85471844877
11068401,882916.0557518454
10991050,373213.85471844877
10964678,180890.88076611154
11616122,316134.951617393
11752567,1848602.264889731
10859825,85077.22965556549
12112555,472923.2471611176
11973443,333528.3601305339
10721556,177948.23076016034
11970183,333528.3601305339
10761250,96142.77097343504
11618217,316134.951617393
11590289,316134.951617393
12071702,534404.9179834523
11997970,319046.0791613176
10839233,85077.22965556549
10915655,314593.38628048316
10735667,177948.23076016034
10860763,282861.44742745656
10856324,85077.22965556549
10803566,96142.77097343504
10867127,85077.22965556549
10915738,373213.85471844877
10718323,177948.23076016034
12438729,1390001.7714028466
11973764,333528.3601305339
10738508,5146374.705998291
11049865,180890.88076611154
11889298,472923.2471611176
10777507,96142.77097343504
10775136,62249.96075441846
11046618,789777.252662727
10768425,62249.96075441846
12036242,462040.9808309837
12864749,481980.3105291027
12639996,419301.0329882992
11610341,319046.0791613176
12540934,466027.9584964753
12996875,472923.2471611176
11523770,255074.26732992622
11645205,288430.6314259867
11013500,789777.252662727
12501856,692637.6922927077
10757117,105951.03339858472
12029167,373213.85471844877
10867461,282861.44742745656
10814679,39904.03097977219
12493073,1390001.7714028466
10722894,177948.23076016034
12462045,692637.6922927077
11892200,472923.2471611176
12091776,333528.3601305339
10817618,96142.77097343504
12522095,466027.9584964753
11871748,333528.3601305339
11098755,62249.96075441846
10910031,314593.38628048316
10771537,39904.03097977219
11017300,180890.88076611154
11074894,5729569.359321529
11099567,62249.96075441846
11467705,255074.26732992622
11070831,279551.9398859245
11939876,462040.9808309837
10799702,96142.77097343504
11071354,279551.9398859245
10767070,62249.96075441846
12525560,466027.9584964753
10982309,180890.88076611154
10903516,314593.38628048316
10898015,219931.21332995006
10735780,177948.23076016034
10841814,85077.22965556549
11669721,128201.93308010878
12469090,466027.9584964753
11120804,370069.6536415795
11168140,370069.6536415795
12121566,472923.2471611176
11550944,255074.26732992622
10764534,62249.96075441846
11779594,462040.9808309837
10849556,85077.22965556549
11538326,255074.26732992622
10745685,5146374.705998291
11343178,1705425.5545241612
10862820,282861.44742745656
10866747,85077.22965556549
11046522,789777.252662727
11552374,255074.26732992622
11981076,146567.3257242435
12460628,692637.6922927077
12564278,692637.6922927077
12532976,466027.9584964753
12058883,534404.9179834523
10866290,282861.44742745656
12219404,146567.3257242435
11154039,222163.3095649208
11888256,472923.2471611176
12016395,319046.0791613176
10802610,96142.77097343504
10895435,219931.21332995006
12549002,466027.9584964753
11040291,180890.88076611154
10930078,373213.85471844877
11466050,255074.26732992622
10897487,373213.85471844877
11096978,62249.96075441846
10815506,105951.03339858472
11168402,370069.6536415795
12522064,466027.9584964753
10820702,831401.9175245063
11071390,882916.0557518454
11162769,410841.2475134318
12066360,534404.9179834523
12042657,534404.9179834523
11045296,831401.9175245063
10892874,219931.21332995006
12044841,534404.9179834523
10719175,177948.23076016034
11618718,316134.951617393
10862822,282861.44742745656
11014523,789777.252662727
11643821,316134.951617393
11690571,128201.93308010878
10744671,5146374.705998291
11968237,333528.3601305339
10786472,538648.9445101059
10854594,85077.22965556549
11094309,5729569.359321529
11166748,370069.6536415795
11180818,5729569.359321529
11657430,245353.9477065159
12202223,146567.3257242435
11063673,789777.252662727
11022761,180890.88076611154
10910534,314593.38628048316
12077002,534404.9179834523
11946309,462040.9808309837
10858361,282861.44742745656
11169443,370069.6536415795
11106563,222163.3095649208
10867984,282861.44742745656
11167520,370069.6536415795
10733863,177948.23076016034
12076766,534404.9179834523
11019916,180890.88076611154
10815871,96142.77097343504
10911427,314593.38628048316
10715997,177948.23076016034
11119157,370069.6536415795
10899595,373213.85471844877
11618875,316134.951617393
12447351,692637.6922927077
10723585,177948.23076016034
10802659,96142.77097343504
10815220,39904.03097977219
12516941,466027.9584964753
12898846,481980.3105291027
10771621,62249.96075441846
12538250,466027.9584964753
10773000,62249.96075441846
10911091,314593.38628048316
10741463,5146374.705998291
11172014,370069.6536415795
12085932,333528.3601305339
10877019,373213.85471844877
11886263,472923.2471611176
10716327,177948.23076016034
12656729,1240739.3534627634
10793273,105951.03339858472
11157199,222163.3095649208
10792643,177948.23076016034
11538154,255074.26732992622
11015977,789777.252662727
11707893,146567.3257242435
12122332,472923.2471611176
10772840,62249.96075441846
10753123,105951.03339858472
12526822,466027.9584964753
10908372,373213.85471844877
12511744,466027.9584964753
12197195,146567.3257242435
12553988,692637.6922927077
11998462,319046.0791613176
11994263,146567.3257242435
11046309,180890.88076611154
12060069,534404.9179834523
11096260,279551.9398859245
12057355,534404.9179834523
11941834,462040.9808309837
11100473,96142.77097343504
10851193,96142.77097343504
11155443,222163.3095649208
10767515,62249.96075441846
11345226,1705425.5545241612
11002052,373213.85471844877
11166368,370069.6536415795
11983757,146567.3257242435
12048873,534404.9179834523
10989028,373213.85471844877
10806541,105951.03339858472
10787416,538648.9445101059
11077913,882916.0557518454
11607302,316134.951617393
10919783,373213.85471844877
10786959,538648.9445101059
10904909,314593.38628048316
11343419,1705425.5545241612
10894292,85077.22965556549
11523778,255074.26732992622
10877548,373213.85471844877
10815621,105951.03339858472
11078404,279551.9398859245
12437972,1390001.7714028466
11004537,534404.9179834523
11104976,222163.3095649208
11108764,1705425.5545241612
12518992,1390001.7714028466
12198105,146567.3257242435
11080524,5729569.359321529
11526073,255074.26732992622
11087901,279551.9398859245
11650512,95699.26000984998
11452841,419301.0329882992
12035020,462040.9808309837
11791069,462040.9808309837
10799018,96142.77097343504
